LotFrontage,LotArea,LotShape,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,MoSold_1,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
65.0,11700,0.0,6.0,6.0,0.0,2.0,4.0,6.0,0,0,1240,1240,4.0,1320,1320,0,2640,0,0,1,1,4,1,2.0,8,1,3.0,4,864,181,0,386,0,0,0,0,265979,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59.0,10593,0.0,6.0,4.0,338.0,2.0,2.0,2.0,919,0,801,1720,0.0,1720,0,0,1720,1,0,2,0,3,1,2.0,7,1,0.0,2,527,240,56,154,0,0,0,0,260400,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,8405,3.0,3.0,2.0,0.0,3.0,3.0,4.0,0,0,0,0,4.0,1088,441,0,1529,0,0,2,0,4,1,3.0,9,0,3.0,1,240,92,0,185,0,0,0,0,98000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55.0,8800,3.0,3.0,6.0,0.0,3.0,4.0,6.0,0,0,576,576,2.0,792,348,0,1140,0,0,1,0,3,1,3.0,7,0,1.0,0,0,0,160,0,0,0,0,0,96500,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.0,7750,3.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,660,660,0.0,660,660,0,1320,0,0,2,1,3,1,2.0,6,0,0.0,2,400,0,48,0,0,0,0,0,162000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
79.0,9236,0.0,5.0,4.0,0.0,3.0,2.0,2.0,1200,0,279,1479,0.0,1494,0,0,1494,1,0,2,0,3,1,2.0,6,0,2.0,2,576,168,27,0,0,0,0,0,217000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80.0,10240,3.0,7.0,4.0,178.0,2.0,2.0,6.0,0,0,1030,1030,2.0,1038,1060,0,2098,0,0,2,1,3,1,0.0,8,1,2.0,3,878,192,52,0,0,0,0,0,275500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61.0,7930,3.0,5.0,7.0,0.0,3.0,4.0,2.0,439,472,115,1026,2.0,1026,0,0,1026,1,0,1,0,3,1,2.0,5,0,2.0,2,440,171,48,0,0,0,0,0,156000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34.0,3230,3.0,5.0,4.0,894.0,3.0,2.0,2.0,381,0,348,729,2.0,742,729,0,1471,0,0,2,1,3,1,3.0,6,0,3.0,2,440,0,24,0,0,0,0,0,172500,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.0,10769,0.0,7.0,4.0,0.0,2.0,2.0,2.0,20,0,846,866,0.0,866,902,0,1768,0,0,2,1,3,1,2.0,7,0,2.0,2,578,144,105,0,0,0,0,0,212000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,11616,0.0,5.0,4.0,328.0,3.0,4.0,5.0,438,0,234,672,4.0,672,714,0,1386,0,0,2,1,3,1,3.0,6,1,0.0,2,440,335,0,0,0,0,0,0,158900,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,2280,3.0,6.0,4.0,360.0,3.0,2.0,0.0,549,0,195,744,2.0,757,744,0,1501,0,0,2,1,3,1,3.0,6,0,3.0,2,440,0,0,0,0,0,0,0,179400,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65.0,12257,0.0,7.0,4.0,513.0,2.0,2.0,3.0,56,64,1198,1318,0.0,1328,1203,0,2531,0,0,2,1,4,1,2.0,9,1,2.0,3,752,222,98,0,0,0,0,0,290000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70.0,9100,3.0,5.0,5.0,0.0,3.0,4.0,5.0,612,0,252,864,0.0,864,0,0,864,0,0,1,0,2,1,3.0,5,0,3.0,1,300,0,0,0,0,0,0,450,127500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60.0,6911,3.0,4.0,4.0,0.0,3.0,4.0,3.0,405,0,740,1145,4.0,1301,0,0,1301,0,0,1,0,2,1,1.0,5,0,3.0,2,440,0,0,0,0,0,0,0,100000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
72.0,8640,3.0,6.0,4.0,0.0,3.0,2.0,2.0,24,0,732,756,0.0,764,783,0,1547,0,0,2,1,3,1,2.0,7,0,3.0,2,614,169,45,0,0,0,0,0,215200,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82.0,9430,3.0,7.0,4.0,673.0,2.0,2.0,2.0,1163,0,89,1252,0.0,1268,1097,0,2365,1,0,2,1,3,1,2.0,8,1,2.0,3,856,0,128,0,0,180,0,0,337000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,9549,0.0,7.0,4.0,0.0,2.0,2.0,3.0,437,1057,0,1494,0.0,1494,0,0,1494,1,0,1,1,2,1,0.0,6,1,0.0,2,481,0,30,0,0,216,0,0,270000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
75.0,14587,0.0,8.0,4.0,284.0,2.0,2.0,6.0,0,0,1498,1498,0.0,1506,0,0,1506,0,0,2,0,2,1,0.0,6,1,0.0,2,592,0,174,0,0,0,0,0,264132,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80.0,10421,3.0,6.0,4.0,42.0,3.0,2.0,2.0,394,0,586,980,4.0,980,734,0,1714,0,0,2,1,3,1,3.0,7,1,3.0,2,496,228,66,156,0,0,0,500,196500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.0,12508,0.0,5.0,6.0,0.0,3.0,2.0,0.0,660,0,323,983,0.0,983,767,0,1750,1,0,2,0,4,1,3.0,7,0,3.0,1,423,245,0,156,0,0,0,1300,160000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70.0,9100,3.0,6.0,4.0,0.0,2.0,2.0,2.0,24,0,1836,1860,0.0,1836,0,0,1836,0,0,2,0,3,1,2.0,8,1,0.0,2,484,120,33,0,0,0,0,0,216837,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47.0,53504,1.0,7.0,4.0,603.0,0.0,2.0,0.0,1416,0,234,1650,0.0,1690,1589,0,3279,1,0,3,1,4,1,0.0,12,1,0.0,3,841,503,36,0,0,210,0,0,538000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.0,7252,0.0,4.0,4.0,0.0,3.0,2.0,2.0,685,0,173,858,4.0,858,0,0,858,1,0,1,0,2,1,3.0,5,0,3.0,2,576,120,0,0,0,0,0,0,134900,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67.0,8877,3.0,3.0,4.0,0.0,3.0,1.0,3.0,836,0,0,836,4.0,1220,0,0,1220,0,0,1,0,2,1,3.0,6,0,3.0,2,396,0,0,0,0,0,0,0,102000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94.0,7819,3.0,5.0,4.0,0.0,3.0,4.0,0.0,422,127,480,1029,4.0,1117,0,0,1117,1,0,1,0,3,1,3.0,6,1,3.0,2,672,144,0,0,0,0,0,0,107000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70.0,10150,3.0,4.0,4.0,1.0,3.0,4.0,5.0,456,0,456,912,0.0,912,0,0,912,0,0,1,0,2,1,3.0,5,0,2.0,1,275,0,0,0,0,0,0,0,114500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
110.0,14226,3.0,7.0,4.0,375.0,2.0,2.0,6.0,0,0,1935,1935,2.0,1973,0,0,1973,0,0,2,0,3,1,2.0,9,1,0.0,3,895,315,45,0,0,0,0,0,395000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32.0,4500,3.0,5.0,4.0,320.0,3.0,0.0,2.0,866,0,338,1204,0.0,1204,0,0,1204,1,0,2,0,2,1,3.0,5,0,0.0,2,412,0,247,0,0,0,0,0,162000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
86.0,11210,0.0,6.0,4.0,240.0,2.0,2.0,2.0,20,0,1594,1614,0.0,1614,0,0,1614,0,0,2,0,3,1,2.0,7,0,2.0,3,865,144,59,0,0,0,0,0,221500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
100.0,13350,0.0,4.0,4.0,0.0,3.0,4.0,0.0,762,0,102,864,4.0,894,0,0,894,1,0,1,0,3,1,3.0,5,1,3.0,2,440,241,0,0,0,0,0,0,142500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60.0,8400,3.0,4.0,4.0,320.0,3.0,3.0,4.0,0,0,0,0,4.0,2020,0,0,2020,0,0,2,0,4,2,3.0,10,2,3.0,2,630,0,0,0,0,0,0,0,144000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78.0,10530,3.0,5.0,4.0,90.0,3.0,2.0,2.0,975,0,0,975,4.0,1004,0,0,1004,1,0,1,0,2,1,3.0,4,0,3.0,2,504,0,0,0,0,0,0,0,135000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
63.0,7875,3.0,6.0,4.0,38.0,3.0,2.0,6.0,0,0,1237,1237,2.0,1253,0,0,1253,0,0,2,0,3,1,3.0,6,1,0.0,2,402,220,21,0,0,0,0,0,176000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
65.0,7153,3.0,5.0,4.0,0.0,2.0,2.0,0.0,387,0,374,761,0.0,810,793,0,1603,0,0,2,1,3,1,2.0,7,0,2.0,2,484,0,124,0,0,0,0,0,175900,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67.0,16285,1.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,1413,1413,0.0,1430,0,0,1430,0,0,2,0,3,1,2.0,6,0,2.0,2,605,0,33,0,0,0,0,0,187100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
69.0,9101,0.0,4.0,5.0,104.0,3.0,2.0,2.0,1097,0,0,1097,0.0,1110,0,0,1110,1,0,1,0,1,1,2.0,4,1,0.0,2,602,303,30,0,0,0,0,0,165500,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35.0,6300,3.0,5.0,5.0,0.0,3.0,4.0,6.0,0,0,742,742,0.0,742,742,0,1484,0,0,2,0,3,1,3.0,9,1,1.0,0,0,0,291,134,0,0,0,0,128000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,9790,3.0,5.0,4.0,0.0,3.0,4.0,5.0,251,630,491,1372,4.0,1342,0,0,1342,0,0,2,0,3,1,3.0,7,1,3.0,2,457,0,0,0,0,197,0,0,161500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60.0,10800,3.0,4.0,5.0,0.0,3.0,1.0,3.0,686,0,0,686,4.0,966,686,0,1652,1,0,2,0,4,1,3.0,7,0,3.0,1,416,0,0,196,0,0,0,1200,139000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76.0,10142,0.0,6.0,4.0,0.0,2.0,2.0,2.0,656,0,300,956,0.0,956,1128,0,2084,1,0,2,1,4,1,2.0,8,0,2.0,2,618,0,45,0,0,0,0,0,233000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,6000,3.0,3.0,6.0,0.0,3.0,4.0,6.0,0,0,901,901,0.0,901,0,0,901,0,0,1,0,2,1,3.0,4,0,3.0,1,281,0,0,0,0,0,0,0,107900,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69.0,12205,0.0,5.0,7.0,157.0,3.0,4.0,3.0,568,0,264,832,2.0,976,1111,0,2087,0,0,2,1,5,1,2.0,9,0,0.0,2,444,133,168,0,0,0,0,0,187500,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43.0,3182,3.0,6.0,4.0,11.0,2.0,2.0,2.0,16,0,1129,1145,0.0,1145,0,0,1145,0,0,2,0,2,1,2.0,5,1,0.0,2,397,100,16,0,0,0,0,0,160200,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
69.0,11333,0.0,5.0,4.0,0.0,3.0,2.0,0.0,539,0,490,1029,4.0,1062,0,0,1062,1,0,1,0,3,1,3.0,5,2,2.0,2,539,120,0,0,0,0,0,0,146800,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
92.0,9920,0.0,6.0,4.0,0.0,2.0,2.0,2.0,862,0,255,1117,0.0,1127,886,0,2013,1,0,2,1,3,1,3.0,8,1,3.0,2,455,180,130,0,0,0,0,0,269790,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
76.0,9158,3.0,7.0,4.0,140.0,2.0,2.0,6.0,0,0,1496,1496,0.0,1496,0,0,1496,0,0,2,0,3,1,2.0,7,0,0.0,2,474,168,130,0,0,0,0,0,225000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
69.0,10832,0.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,712,712,0.0,1086,809,0,1895,0,0,2,1,3,1,2.0,7,1,0.0,2,409,143,46,0,0,0,0,500,194500,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70.0,8400,3.0,5.0,5.0,130.0,3.0,2.0,6.0,0,0,650,650,4.0,888,676,0,1564,0,0,2,1,3,1,3.0,7,1,3.0,2,476,0,50,0,0,204,0,0,171000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71.0,8197,3.0,5.0,4.0,148.0,3.0,4.0,6.0,0,0,660,660,0.0,1285,0,0,1285,0,0,1,1,3,1,3.0,7,1,2.0,2,528,138,0,0,0,0,0,0,143500,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57.0,7677,3.0,4.0,4.0,0.0,3.0,4.0,1.0,570,0,203,773,2.0,773,0,0,773,0,0,1,0,2,1,3.0,4,0,3.0,1,240,0,0,0,0,0,0,0,110000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
104.0,13518,3.0,8.0,4.0,860.0,0.0,0.0,6.0,0,0,1926,1926,0.0,1966,1174,0,3140,0,0,3,1,4,1,0.0,11,2,0.0,3,820,144,78,0,0,0,0,0,485000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60.0,7200,3.0,4.0,6.0,252.0,3.0,2.0,0.0,569,0,162,731,0.0,981,787,0,1768,1,0,1,1,3,1,2.0,7,2,3.0,1,240,0,0,264,0,0,0,0,175000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79.0,12798,0.0,5.0,4.0,0.0,3.0,2.0,2.0,462,0,154,616,2.0,616,1072,0,1688,1,0,2,1,4,1,2.0,8,0,2.0,2,603,403,114,185,0,0,0,400,200000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
