,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2957,47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2958,70,retired,married,,no,yes,no,cellular,apr,thu,346,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2959,50,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1463,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2960,33,technician,married,professional.course,no,no,no,cellular,apr,thu,285,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2961,53,services,divorced,high.school,,yes,no,cellular,apr,thu,198,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2962,49,management,married,university.degree,no,no,no,cellular,apr,thu,289,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2963,49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2964,45,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,257,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2965,42,admin.,divorced,high.school,no,no,no,cellular,apr,thu,380,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2966,38,technician,divorced,high.school,no,yes,yes,cellular,apr,thu,279,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2967,56,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,299,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2968,30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2969,28,technician,married,basic.9y,no,no,no,cellular,apr,thu,263,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2970,31,student,single,,,no,no,cellular,apr,thu,102,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2971,45,blue-collar,married,,no,yes,no,cellular,apr,thu,944,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes
2972,37,blue-collar,single,professional.course,no,no,no,cellular,apr,fri,360,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2973,47,admin.,married,university.degree,,no,no,cellular,apr,fri,226,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2974,37,blue-collar,married,basic.4y,no,no,yes,cellular,apr,fri,125,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2975,34,technician,married,professional.course,no,no,no,cellular,apr,fri,141,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2976,42,blue-collar,married,basic.4y,,no,no,cellular,apr,fri,557,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2977,45,management,married,university.degree,no,yes,no,cellular,apr,fri,345,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2978,25,technician,single,university.degree,no,no,no,cellular,apr,fri,118,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2979,33,technician,single,high.school,no,no,no,cellular,apr,fri,1017,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
2980,35,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,113,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2981,55,management,married,university.degree,no,no,no,cellular,apr,fri,519,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2982,41,admin.,single,high.school,no,no,no,cellular,apr,fri,68,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2983,27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,156,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
2984,50,management,married,university.degree,no,yes,no,telephone,apr,fri,198,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2985,39,services,married,high.school,no,yes,no,telephone,apr,fri,137,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2986,36,admin.,single,high.school,no,yes,no,telephone,apr,fri,777,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2987,36,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2988,33,admin.,single,university.degree,,no,yes,cellular,apr,fri,526,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
2989,37,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,43,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2990,33,technician,married,professional.course,no,no,yes,cellular,apr,fri,404,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
2991,40,technician,married,professional.course,no,no,no,cellular,apr,fri,316,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2992,34,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,130,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
2993,45,services,single,,no,no,no,cellular,apr,fri,345,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
2994,32,blue-collar,single,high.school,no,yes,no,cellular,apr,fri,1080,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
2995,43,blue-collar,married,basic.6y,,yes,no,cellular,apr,fri,19,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2996,30,technician,single,professional.course,no,yes,no,cellular,apr,fri,346,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2997,36,admin.,single,high.school,no,yes,no,cellular,apr,fri,140,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2998,41,blue-collar,married,basic.4y,,no,no,cellular,apr,fri,100,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2999,45,services,single,,no,no,no,cellular,apr,fri,301,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3000,42,admin.,married,,no,no,no,cellular,apr,fri,42,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3001,41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3002,41,blue-collar,married,basic.4y,,yes,no,cellular,apr,fri,194,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3003,34,technician,married,university.degree,no,no,no,cellular,apr,fri,772,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3004,31,admin.,married,high.school,no,yes,no,cellular,apr,fri,139,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3005,37,technician,married,professional.course,no,no,no,cellular,apr,fri,181,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3006,26,technician,single,professional.course,no,yes,no,cellular,apr,fri,378,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3007,55,management,married,university.degree,no,yes,no,cellular,apr,fri,949,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3008,49,admin.,divorced,high.school,no,,,cellular,apr,fri,88,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3009,24,services,single,high.school,no,no,yes,cellular,apr,fri,1426,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3010,47,admin.,married,basic.9y,no,yes,yes,cellular,apr,fri,795,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3011,38,technician,married,basic.4y,no,no,yes,cellular,apr,fri,244,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3012,37,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,2053,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3013,40,services,divorced,high.school,no,yes,no,telephone,apr,fri,501,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3014,34,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,204,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3015,28,admin.,single,university.degree,no,no,no,telephone,apr,fri,394,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3016,45,admin.,married,high.school,no,yes,yes,cellular,apr,fri,636,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3017,38,technician,divorced,high.school,no,no,no,telephone,apr,fri,320,3,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
3018,48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3019,60,retired,married,basic.4y,,yes,no,cellular,apr,fri,314,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3020,45,services,single,,no,no,no,telephone,apr,fri,541,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3021,39,admin.,married,university.degree,no,no,yes,cellular,apr,fri,72,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3022,45,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,158,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3023,19,student,single,,no,yes,no,cellular,apr,mon,438,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3024,48,services,single,high.school,no,yes,no,cellular,apr,mon,1202,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3025,38,technician,married,professional.course,no,yes,no,cellular,apr,mon,136,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3026,25,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,227,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3027,35,blue-collar,married,high.school,,no,no,cellular,apr,mon,29,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3028,39,admin.,single,high.school,no,no,no,cellular,apr,mon,159,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3029,38,admin.,single,university.degree,no,yes,no,cellular,apr,mon,285,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3030,40,blue-collar,married,basic.6y,,yes,no,telephone,apr,mon,534,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3031,43,admin.,single,university.degree,no,yes,no,cellular,apr,mon,670,4,11,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
3032,41,services,married,high.school,no,no,no,cellular,apr,mon,319,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3033,26,admin.,single,high.school,no,no,no,cellular,apr,mon,785,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3034,32,student,single,university.degree,no,yes,no,cellular,apr,mon,712,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3035,38,blue-collar,divorced,basic.6y,no,yes,yes,cellular,apr,mon,37,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3036,36,management,married,university.degree,no,no,no,cellular,apr,mon,450,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3037,68,retired,married,high.school,no,yes,no,cellular,apr,mon,194,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3038,36,management,single,high.school,no,yes,no,cellular,apr,mon,508,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3039,26,admin.,single,high.school,no,no,no,telephone,apr,mon,216,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3040,26,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,586,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3041,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,240,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3042,36,technician,single,professional.course,,yes,no,cellular,apr,mon,59,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3043,46,services,married,high.school,no,yes,no,cellular,apr,mon,180,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3044,55,services,married,high.school,no,yes,yes,cellular,apr,mon,691,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3045,31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,239,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3046,52,admin.,married,university.degree,no,yes,no,cellular,apr,mon,95,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3047,44,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3048,49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,48,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3049,56,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,325,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3050,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,238,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3051,37,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,245,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3052,30,admin.,single,high.school,no,yes,no,cellular,apr,mon,180,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3053,19,student,single,,no,yes,no,cellular,apr,mon,205,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
3054,35,admin.,married,university.degree,no,yes,no,cellular,apr,mon,129,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3055,35,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,mon,76,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3056,37,services,divorced,high.school,,yes,no,cellular,apr,mon,369,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3057,45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,174,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3058,56,housemaid,married,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3059,53,management,divorced,university.degree,,yes,no,cellular,apr,mon,165,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3060,57,services,married,high.school,no,yes,no,cellular,apr,mon,113,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3061,33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3062,30,technician,single,university.degree,no,,,cellular,apr,mon,112,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3063,50,admin.,married,high.school,no,no,no,cellular,apr,mon,177,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3064,25,self-employed,divorced,university.degree,no,no,no,cellular,apr,mon,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3065,25,self-employed,divorced,university.degree,no,no,no,cellular,apr,mon,241,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3066,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,86,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3067,53,admin.,married,professional.course,no,yes,no,cellular,apr,mon,476,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3068,34,management,married,university.degree,no,no,no,cellular,apr,mon,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3069,44,blue-collar,divorced,basic.4y,,yes,yes,cellular,apr,mon,542,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3070,41,admin.,married,high.school,no,no,yes,cellular,apr,mon,239,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3071,37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,233,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3072,69,retired,divorced,basic.4y,no,yes,no,cellular,apr,mon,453,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3073,38,services,married,high.school,no,yes,no,cellular,apr,mon,22,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3074,29,admin.,single,high.school,no,yes,no,telephone,apr,mon,32,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3075,33,technician,single,professional.course,no,no,no,cellular,apr,mon,69,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3076,37,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,116,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3077,36,technician,married,basic.6y,no,no,no,cellular,apr,mon,316,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3078,40,technician,single,professional.course,no,yes,no,cellular,apr,mon,8,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3079,37,blue-collar,married,high.school,no,no,no,cellular,apr,mon,943,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3080,56,self-employed,married,university.degree,no,no,no,cellular,apr,tue,110,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3081,75,retired,married,basic.4y,no,no,no,cellular,apr,tue,186,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3082,78,retired,married,basic.4y,no,yes,no,cellular,apr,tue,274,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3083,31,technician,single,university.degree,no,,,telephone,apr,tue,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3084,54,management,married,university.degree,no,yes,no,cellular,apr,tue,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3085,54,management,married,university.degree,no,no,no,cellular,apr,tue,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3086,75,retired,married,basic.4y,no,no,no,cellular,apr,tue,356,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
3087,31,technician,single,university.degree,no,yes,no,telephone,apr,tue,847,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3088,47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,242,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3089,61,admin.,married,university.degree,no,yes,no,cellular,apr,wed,183,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3090,33,admin.,single,university.degree,no,yes,no,telephone,apr,wed,220,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3091,30,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3092,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3093,52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,315,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3094,29,admin.,single,high.school,no,no,yes,cellular,apr,wed,319,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
3095,39,admin.,married,university.degree,no,no,no,cellular,apr,wed,94,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3096,55,admin.,married,high.school,no,no,yes,cellular,apr,wed,307,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
3097,48,admin.,married,university.degree,no,yes,no,cellular,apr,wed,87,9,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3098,50,technician,divorced,basic.9y,no,yes,no,cellular,apr,wed,91,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
3099,61,retired,married,basic.4y,no,yes,no,cellular,apr,wed,245,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
3100,60,technician,married,professional.course,no,no,no,cellular,apr,wed,107,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3101,52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,229,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3102,19,student,single,basic.4y,no,no,yes,cellular,apr,wed,371,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3103,25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
3104,34,,married,basic.4y,no,yes,no,cellular,apr,thu,328,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
3105,52,blue-collar,married,basic.6y,no,no,no,cellular,apr,thu,247,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
3106,50,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,413,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
3107,28,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,thu,333,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
3108,26,student,single,high.school,no,yes,no,cellular,apr,thu,116,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
3109,50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,yes
3110,71,retired,married,university.degree,no,yes,yes,telephone,apr,mon,89,12,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
3111,38,admin.,married,university.degree,no,,,cellular,apr,mon,124,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
3112,41,admin.,married,high.school,no,no,no,cellular,apr,mon,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
3113,53,admin.,single,high.school,no,yes,no,cellular,apr,mon,167,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
3114,38,admin.,divorced,university.degree,no,no,no,cellular,apr,mon,360,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
3115,38,admin.,divorced,university.degree,no,yes,no,cellular,apr,tue,177,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,yes
3116,47,services,married,high.school,no,yes,no,cellular,apr,wed,636,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,yes
3117,33,admin.,single,high.school,no,yes,no,cellular,apr,wed,961,2,999,1,failure,-1.8,93.075,-47.1,1.372,5099.1,yes
3118,55,services,divorced,professional.course,no,yes,no,telephone,apr,wed,164,23,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no
3119,27,admin.,single,university.degree,no,no,no,cellular,apr,thu,523,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3120,60,retired,married,high.school,no,no,no,cellular,apr,thu,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3121,60,retired,divorced,professional.course,no,yes,no,cellular,apr,thu,968,1,5,2,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
3122,39,technician,married,professional.course,no,yes,no,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
3123,26,admin.,single,university.degree,no,yes,no,cellular,apr,thu,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3124,51,services,married,basic.6y,no,no,no,cellular,apr,thu,407,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
3125,48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,619,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3126,49,management,married,university.degree,no,yes,no,cellular,apr,thu,387,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3127,33,services,married,high.school,no,yes,no,cellular,apr,thu,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
3128,77,retired,divorced,basic.4y,no,no,no,cellular,apr,thu,155,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
3129,34,technician,single,professional.course,no,yes,no,cellular,apr,thu,313,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3130,24,student,single,professional.course,no,yes,no,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3131,46,admin.,married,high.school,no,yes,no,cellular,apr,thu,231,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3132,41,management,married,basic.6y,no,no,no,cellular,apr,thu,281,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3133,29,admin.,single,high.school,no,yes,no,cellular,apr,thu,733,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3134,31,admin.,single,high.school,no,no,no,cellular,apr,thu,252,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
3135,40,admin.,married,university.degree,no,no,no,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3136,39,technician,married,basic.9y,no,yes,no,cellular,apr,thu,620,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3137,41,technician,divorced,professional.course,no,,,cellular,apr,thu,347,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3138,48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,294,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
3139,30,admin.,single,university.degree,no,no,no,cellular,apr,thu,368,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3140,37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,465,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3141,33,services,married,high.school,no,yes,no,cellular,apr,thu,900,2,999,2,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
3142,32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3143,30,entrepreneur,single,university.degree,no,no,no,cellular,apr,thu,202,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3144,35,management,married,university.degree,no,no,no,cellular,apr,thu,375,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3145,44,technician,married,university.degree,no,yes,yes,cellular,apr,thu,504,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3146,71,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,78,2,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
3147,46,technician,married,professional.course,no,yes,no,cellular,apr,thu,369,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3148,51,technician,married,professional.course,no,yes,no,cellular,apr,thu,687,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
3149,33,services,married,high.school,no,yes,no,cellular,apr,thu,524,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
3150,39,technician,married,professional.course,no,no,no,cellular,apr,thu,225,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
3151,25,technician,single,professional.course,no,yes,yes,cellular,apr,thu,104,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
