,age,education,housing,loan,month,day_of_week,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_nonexistent,poutcome_success
2522,58.0,3,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2523,51.0,2,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2524,32.0,3,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2525,35.0,3,1,1,8,2,1.0,999.0,0.0,-0.1,94.0,-42.0,4.12,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2526,51.0,2,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2527,29.0,2,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-40.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2528,38.0,3,1,1,8,2,3.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2529,35.0,3,0,0,8,2,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2530,48.0,3,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-40.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2531,36.0,2,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2532,29.0,2,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2533,46.0,1,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2534,29.0,1,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2535,50.0,0,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2536,32.0,2,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2537,32.0,3,0,1,8,2,3.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2538,43.0,2,0,1,2,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2539,31.0,3,0,1,8,2,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2540,29.0,0,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-40.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2541,33.0,2,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2542,40.0,2,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2543,51.0,3,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2544,43.0,2,0,1,8,2,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2545,36.0,3,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2546,34.0,3,1,1,8,2,3.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2547,55.0,3,1,0,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2548,40.0,1,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2549,36.0,3,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2550,51.0,3,0,1,8,2,2.0,999.0,1.0,0.0,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2551,30.0,2,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2552,31.0,2,1,1,8,2,1.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2553,30.0,2,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2554,35.0,3,1,1,8,2,3.0,999.0,0.0,0.0,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2555,47.0,0,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2556,35.0,2,0,1,8,2,2.0,999.0,1.0,-0.1,94.0,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2557,34.0,3,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2558,30.0,3,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2559,36.0,3,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2560,33.0,0,0,1,8,2,1.0,999.0,1.0,-0.1,94.0,-42.0,4.12,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2561,31.0,2,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2562,33.0,3,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2563,42.0,2,1,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
2564,49.0,1,1,1,8,2,2.0,999.0,0.0,-0.1,94.0,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2565,35.0,3,1,1,2,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2566,41.0,3,1,1,8,2,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2567,41.0,3,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2568,37.0,3,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2569,58.0,3,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2570,30.0,1,0,1,8,2,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2571,40.0,1,0,1,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2572,57.0,3,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2573,35.0,1,0,1,8,2,1.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2574,34.0,1,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2575,54.0,1,1,1,8,2,3.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2576,33.0,3,1,0,8,2,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2577,31.0,2,1,1,8,2,1.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2578,37.0,3,0,1,8,2,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2579,42.0,1,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2580,36.0,3,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2581,41.0,1,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2582,36.0,3,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2583,30.0,3,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2584,40.0,3,1,1,8,2,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2585,31.0,2,1,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2586,36.0,2,0,0,8,2,2.0,999.0,0.0,-0.1,93.2,-40.0,4.12,5195.8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2587,50.0,3,0,1,8,2,5.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5144.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2588,49.0,1,1,0,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2589,30.0,0,1,1,8,2,5.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2590,45.0,1,1,1,8,2,9.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2591,50.0,3,1,0,8,2,4.0,999.0,0.0,-0.1,93.2,-40.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2592,51.0,3,1,1,8,2,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2593,29.0,2,1,1,8,2,3.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2594,53.0,2,0,1,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2595,29.0,1,0,1,8,2,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2596,30.0,3,0,1,8,2,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2597,38.0,0,0,1,8,2,2.0,999.0,0.0,-0.1,94.0,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2598,52.0,1,1,0,8,2,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2599,39.0,3,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2600,34.0,3,1,1,8,3,6.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2601,33.0,3,1,1,8,3,2.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2602,30.0,1,0,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2603,42.0,2,1,1,8,3,3.0,999.0,0.0,-0.1,94.0,-42.0,4.076,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2604,52.0,1,1,1,8,3,5.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2605,40.0,1,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2606,32.0,1,1,1,8,3,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2607,36.0,1,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2608,45.0,3,1,0,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2609,34.0,2,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2610,42.0,3,0,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2611,48.0,3,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2612,30.0,3,0,0,8,3,3.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2613,32.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-40.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2614,35.0,2,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2615,31.0,2,1,1,8,3,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2616,29.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2617,30.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-40.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2618,40.0,3,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5144.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2619,36.0,2,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2620,30.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2621,52.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2622,47.0,1,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5144.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2623,33.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2624,44.0,3,1,1,8,3,4.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2625,43.0,3,0,0,2,3,5.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2626,46.0,3,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2627,30.0,1,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2628,31.0,2,0,1,2,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2629,46.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2630,35.0,2,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2631,40.0,3,1,1,8,3,1.0,999.0,1.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2632,36.0,0,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2633,40.0,0,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2634,30.0,3,1,1,8,3,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2635,30.0,3,0,1,8,3,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2636,39.0,3,0,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2637,39.0,3,1,0,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2638,30.0,2,0,1,8,3,3.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2639,50.0,2,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2640,40.0,3,1,0,8,3,3.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2641,41.0,2,1,1,8,3,3.0,999.0,0.0,-0.1,93.2,-40.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2642,52.0,3,0,0,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2643,31.0,2,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2644,34.0,2,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2645,57.0,3,1,0,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2646,45.0,3,1,0,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2647,40.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2648,33.0,3,1,1,8,3,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2649,53.0,3,1,1,8,3,2.0,999.0,1.0,-0.1,94.0,-42.0,4.076,5144.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2650,51.0,2,0,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2651,34.0,3,0,1,8,3,2.0,999.0,0.0,-0.1,94.0,-42.0,4.076,5195.8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2652,43.0,1,0,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2653,34.0,0,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2654,40.0,1,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2655,31.0,2,1,0,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2656,53.0,3,1,1,8,3,5.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2657,37.0,3,1,1,8,3,2.0,999.0,1.0,-0.1,94.0,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2658,50.0,3,1,1,8,3,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2659,29.0,2,1,0,8,3,3.0,999.0,0.0,-0.1,94.0,-42.0,4.076,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2660,32.0,2,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2661,31.0,2,1,0,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2662,46.0,3,1,1,8,3,6.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2663,51.0,2,1,1,8,3,4.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2664,29.0,3,0,1,8,3,2.0,999.0,1.0,-0.1,93.2,-40.0,4.076,5144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2665,51.0,3,1,0,2,3,2.0,999.0,0.0,-0.1,93.2,-42.0,3.0,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2666,39.0,3,1,1,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2667,39.0,3,1,0,8,3,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
